中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
43.153.103.203,443,43.153.103.203,US,San Jose,中转,25 ms,1064 Mbps,136192 kB/s,136192.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,26 ms,1032 Mbps,132096 kB/s,132096.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,832 Mbps,106496 kB/s,106496.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,664 Mbps,85094 kB/s,85094.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,660 Mbps,84480 kB/s,84480.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,44 ms,624 Mbps,79974 kB/s,79974.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,35 ms,617 Mbps,79052 kB/s,79052.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,42 ms,536 Mbps,68608 kB/s,68608.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,35 ms,532 Mbps,68096 kB/s,68096.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,471 Mbps,60313 kB/s,60313.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,27 ms,352 Mbps,45158 kB/s,45158.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,47 ms,332 Mbps,42598 kB/s,42598.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,118 ms,206 Mbps,26419 kB/s,26419.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,144 ms,168 Mbps,21504 kB/s,21504.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,139 ms,144 Mbps,18432 kB/s,18432.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,146 ms,136 Mbps,17408 kB/s,17408.0
8.219.119.129,443,8.222.236.107,SG,Singapore,隧道,186 ms,83 Mbps,10649 kB/s,10649.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,179 ms,45 Mbps,5801 kB/s,5801.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,136 ms,43 Mbps,5547 kB/s,5547.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,42 Mbps,5462 kB/s,5462.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,135 ms,42 Mbps,5381 kB/s,5381.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,138 ms,41 Mbps,5305 kB/s,5305.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,130 ms,39 Mbps,5116 kB/s,5116.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,227 ms,30 Mbps,3932 kB/s,3932.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,217 ms,24 Mbps,3187 kB/s,3187.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,134 ms,23 Mbps,3044 kB/s,3044.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,57 ms,2 Mbps,293 kB/s,293.0
