中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,24 ms,745 Mbps,95436 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,15 ms,400 Mbps,51302 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,442 Mbps,56627 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,287 Mbps,36761 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,61 ms,45 Mbps,5861 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,98 ms,15 Mbps,1926 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,38 ms,6 Mbps,770 kB/s
141.147.67.4,443,2a0b:21c0:1007:c9:0:fa32:bd8d:e16c,DE,Frankfurt,隧道,117 ms,236 Mbps,30310 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,75 ms,368 Mbps,47206 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,24 ms,116 Mbps,14950 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,90 ms,340 Mbps,43622 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,76 ms,391 Mbps,50073 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,137 ms,284 Mbps,36352 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,244 Mbps,31334 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,53 ms,50 Mbps,6437 kB/s
141.144.203.177,443,2a0b:21c0:1007:1ca:0:5cbe:f488:ae28,DE,Frankfurt,隧道,95 ms,245 Mbps,31436 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,468 Mbps,60006 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,38 ms,68 Mbps,8730 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,45 ms,652 Mbps,83456 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,21 ms,16 Mbps,2152 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,11 ms,344 Mbps,44032 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,9 ms,60 Mbps,7708 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,82 ms,45 Mbps,5883 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,60 ms,475 Mbps,60825 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,94 ms,348 Mbps,44544 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,241 Mbps,30924 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,69 ms,283 Mbps,36249 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,105 ms,422 Mbps,54067 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,240 Mbps,30720 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,218 Mbps,27955 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,86 ms,450 Mbps,57651 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,244 Mbps,31232 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,102 ms,50 Mbps,6519 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,121 ms,228 Mbps,29286 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,122 ms,208 Mbps,26726 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,95 ms,45 Mbps,5853 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,83 ms,44 Mbps,5737 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,236 ms,37 Mbps,4801 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,37 ms,36 Mbps,4613 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,133 ms,39 Mbps,5071 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,122 Mbps,15667 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,147 ms,32 Mbps,4114 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,102 ms,99 Mbps,12697 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,225 ms,125 Mbps,16076 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,114 ms,207 Mbps,26521 kB/s
8.219.223.142,443,8.222.207.55,SG,Singapore,隧道,231 ms,62 Mbps,8056 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,238 ms,71 Mbps,9104 kB/s
140.238.120.120,443,2606:f240:f00:46c4:0:6c45:150b:5d53,US,Frankfurt,隧道,117 ms,221 Mbps,28364 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,132 ms,152 Mbps,19558 kB/s
158.101.219.252,443,2a0b:21c0:100a:1b0:0:7871:745:f91,DE,Frankfurt,隧道,105 ms,110 Mbps,14131 kB/s
8.219.217.182,443,8.219.142.198,SG,Singapore,隧道,241 ms,58 Mbps,7524 kB/s
8.222.68.129,443,8.216.92.214,JP,Tokyo,隧道,256 ms,21 Mbps,2703 kB/s
130.162.164.119,443,2a0b:21c0:100a:1b5:0:f2e4:d9f7:511f,DE,Frankfurt,隧道,120 ms,108 Mbps,13824 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,240 ms,2 Mbps,302 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,206 ms,35 Mbps,4538 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,188 ms,33 Mbps,4259 kB/s
8.212.44.95,443,47.76.21.114,HK,Hong Kong,隧道,272 ms,74 Mbps,9531 kB/s
8.222.205.213,443,47.236.58.234,SG,Singapore,隧道,255 ms,67 Mbps,8625 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,227 ms,33 Mbps,4295 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,228 ms,42 Mbps,5376 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,245 ms,65 Mbps,8392 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,218 ms,75 Mbps,9654 kB/s
8.219.184.126,443,8.219.142.198,SG,Singapore,隧道,233 ms,25 Mbps,3224 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,256 ms,1 Mbps,128 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,194 ms,35 Mbps,4582 kB/s
8.222.188.221,443,8.222.207.55,SG,Singapore,隧道,264 ms,53 Mbps,6865 kB/s
158.101.210.248,443,2606:f240:f00:dd8d:0:9e2d:5e0d:8589,US,Frankfurt,隧道,126 ms,128 Mbps,16384 kB/s
8.219.107.121,443,47.236.1.53,SG,Singapore,隧道,261 ms,46 Mbps,6005 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,210 ms,36 Mbps,4662 kB/s
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,254 ms,18 Mbps,2363 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,263 ms,52 Mbps,6684 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,363 ms,5 Mbps,754 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,213 ms,39 Mbps,5024 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,375 ms,29 Mbps,3742 kB/s
8.219.145.194,443,8.222.236.107,SG,Singapore,隧道,268 ms,56 Mbps,7204 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,361 ms,33 Mbps,4237 kB/s
8.219.139.33,443,47.236.58.234,SG,Singapore,隧道,262 ms,53 Mbps,6845 kB/s
152.70.102.201,443,128.14.110.206,SG,Singapore,隧道,261 ms,54 Mbps,6925 kB/s
8.218.202.1,443,8.218.202.1,HK,Hong Kong,中转,250 ms,95 Mbps,12185 kB/s
8.210.69.31,443,8.210.69.31,HK,Hong Kong,中转,268 ms,2 Mbps,306 kB/s
193.122.125.223,443,193.122.125.223,KR,Seoul,中转,216 ms,84 Mbps,10752 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,377 ms,28 Mbps,3598 kB/s
47.245.100.154,443,8.222.207.55,SG,Singapore,隧道,248 ms,63 Mbps,8142 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,224 ms,3 Mbps,427 kB/s
152.70.102.107,443,2602:ffe4:407:21d9:0:b40f:576e:e8d6,SG,Singapore,隧道,684 ms,1 Mbps,147 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,58 ms,64 Mbps,8272 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,141 ms,19 Mbps,2456 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,108 ms,272 Mbps,34816 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,93 ms,300 Mbps,38400 kB/s
